ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"34354","아기","0.04727","0.03238"
"34355","아기자기","0.00002","0.00004"
"34356","아길라","0.00001","0.00000"
"34357","아까","0.00160","0.00191"
"34358","아까시","0.00004","0.00002"
"34359","아까워하다","0.00022","0.00017"
"34360","아깝다","0.00624","0.01762"
"34361","아깝잖다","0.00001","0.00002"
"34362","아끼","0.00002","0.00000"
"34363","아끼다","0.01711","0.01440"
"34364","아낌없다","0.00040","0.00017"
"34365","아낌없이","0.00239","0.00191"
"34366","아나","0.00002","0.00000"
"34367","아나니","0.00001","0.00000"
"34368","아나바다","0.00013","0.00017"
"34369","아나베스","0.00005","0.00000"
"34370","아나벨","0.00003","0.00000"
"34371","아나스","0.00001","0.00000"
"34372","아나스타샤","0.00009","0.00024"
"34373","아나스타시아","0.00003","0.00000"
"34374","아나운서","0.00156","0.00210"
"34375","아나이스","0.00024","0.00026"
"34376","아나콘다","0.00023","0.00017"
"34377","아나키스트","0.00013","0.00020"
"34378","아나키즘","0.00005","0.00006"
"34379","아나톨","0.00046","0.00041"
"34380","아나톨리","0.00002","0.00000"
"34381","아나톨리아","0.00003","0.00000"
"34382","아나필락시스","0.00003","0.00006"
"34383","아낙","0.00045","0.00052"
"34384","아낙시만드로스","0.00003","0.00007"
"34385","아낙시메네스","0.00001","0.00004"
"34386","아난","0.00006","0.00002"
"34387","아난다","0.00002","0.00017"
"34388","아난드","0.00001","0.00000"
"34389","아난시","0.00002","0.00000"
"34390","아날","0.00003","0.00002"
"34391","아날로그","0.00180","0.00201"
"34392","아날로지","0.00002","0.00002"
"34393","아내","0.03031","0.03334"
"34394","아냐","0.00005","0.00017"
"34395","아너","0.00005","0.00002"
"34396","아널드","0.00008","0.00013"
"34397","아네","0.00011","0.00009"
"34398","아네모네","0.00003","0.00002"
"34399","아네스","0.00002","0.00006"
"34400","아네테","0.00002","0.00002"
"34401","아네트","0.00004","0.00002"
"34402","아녀","0.00010","0.00007"
"34403","아녜스","0.00009","0.00002"
"34404","아노","0.00014","0.00011"
"34405","아노미","0.00006","0.00006"
"34406","아놀드","0.00019","0.00007"
"34407","아뇨","0.00005","0.00002"
"34408","아누","0.00005","0.00006"
"34409","아누비스","0.00010","0.00015"
"34410","아누크","0.00001","0.00004"
"34411","아누타","0.00001","0.00000"
"34412","아늑히","0.00001","0.00002"
"34413","아니","0.00966","0.01256"
"34414","아니꼽다","0.00007","0.00013"
"34415","아니나다를까","0.00005","0.00007"
"34416","아니리","0.00003","0.00000"
"34417","아니마","0.00004","0.00004"
"34418","아니메","0.00001","0.00002"
"34419","아니면","0.00002","0.00000"
"34420","아니무스","0.00003","0.00004"
"34421","아니스","0.00001","0.00004"
"34422","아니야","0.00013","0.00013"
"34423","아니오","0.00001","0.00000"
"34424","아니요","0.00048","0.00074"
"34425","아니카","0.00012","0.00004"
"34426","아니타","0.00009","0.00002"
"34427","아니하다","0.00033","0.00072"
"34428","아님","0.00001","0.00004"
"34429","아다","0.00005","0.00007"
"34430","아다니","0.00002","0.00004"
"34431","아다다","0.00004","0.00007"
"34432","아다마","0.00001","0.00000"
"34433","아다지에토","0.00001","0.00002"
"34434","아다지오","0.00002","0.00004"
"34435","아다치","0.00006","0.00004"
"34436","아단","0.00004","0.00002"
"34437","아달","0.00004","0.00002"
"34438","아달라","0.00004","0.00011"
"34439","아담","0.00162","0.00212"
"34440","아담스","0.00013","0.00037"
"34441","아당","0.00003","0.00000"
"34442","아더","0.00026","0.00035"
"34443","아더스","0.00001","0.00004"
"34444","아데","0.00002","0.00009"
"34445","아데노신","0.00003","0.00000"
"34446","아데닌","0.00001","0.00000"
"34447","아데마르","0.00001","0.00002"
"34448","아데스","0.00002","0.00002"
"34449","아덴","0.00003","0.00006"
"34450","아델","0.00047","0.00033"
"34451","아델라","0.00005","0.00007"
"34452","아델라이드","0.00002","0.00004"
"34453","아델레","0.00005","0.00006"
"34454","아델리","0.00006","0.00002"
"34455","아델리나","0.00004","0.00000"
"34456","아델만","0.00001","0.00000"
"34457","아도","0.00006","0.00004"
"34458","아도니스","0.00014","0.00004"
"34459","아도르노","0.00021","0.00013"
"34460","아돌포","0.00002","0.00002"
"34461","아돌프","0.00024","0.00022"
"34462","아동","0.01000","0.00801"
"34463","아두이노","0.00021","0.00004"
"34464","아둥바둥","0.00044","0.00050"
"34465","아드","0.00132","0.00119"
"34466","아드레날린","0.00019","0.00024"
"34467","아드리","0.00020","0.00015"
"34468","아드리아","0.00001","0.00002"
"34469","아드리안","0.00001","0.00002"
"34470","아드리엔","0.00002","0.00000"
"34471","아드메토스","0.00002","0.00013"
"34472","아득바득","0.00004","0.00006"
"34473","아득히","0.00020","0.00015"
"34474","아든","0.00003","0.00000"
"34475","아들","0.09141","0.06572"
"34476","아들러","0.00237","0.00296"
"34477","아들레르","0.00001","0.00002"
"34478","아등바등","0.00052","0.00043"
"34479","아디","0.00107","0.00078"
"34480","아디스아바바","0.00002","0.00002"
"34481","아디오스","0.00001","0.00000"
"34482","아딜","0.00003","0.00000"
"34483","아따","0.00002","0.00000"
"34484","아따맘마","0.00001","0.00002"
"34485","아라","0.00057","0.00056"
"34486","아라곤","0.00002","0.00000"
"34487","아라공","0.00001","0.00000"
"34488","아라라트","0.00001","0.00000"
"34489","아라리","0.00002","0.00002"
"34490","아라마타","0.00001","0.00000"
"34491","아라미스","0.00002","0.00006"
"34492","아라뱃길","0.00001","0.00000"
"34493","아라베스크","0.00004","0.00004"
"34494","아라벨라","0.00002","0.00000"
"34495","아라비","0.00001","0.00000"
"34496","아라비아","0.00056","0.00041"
"34497","아라비안","0.00023","0.00015"
"34498","아라사","0.00001","0.00000"
"34499","아라사키","0.00001","0.00000"
"34500","아라쉬","0.00001","0.00000"
"34501","아라시","0.00005","0.00007"
"34502","아라야","0.00001","0.00000"
"34503","아라오","0.00001","0.00002"
"34504","아라온","0.00001","0.00000"
"34505","아라이","0.00006","0.00002"
"34506","아라카와","0.00002","0.00006"
"34507","아라크네","0.00011","0.00000"
"34508","아라키","0.00005","0.00004"
"34509","아라타","0.00014","0.00002"
"34510","아라파","0.00001","0.00000"
"34511","아라파트","0.00001","0.00002"
"34512","아라한","0.00003","0.00007"
"34513","아락","0.00001","0.00000"
"34514","아란","0.00011","0.00013"
"34515","아랄","0.00002","0.00000"
"34516","아람","0.00032","0.00024"
"34517","아람어","0.00002","0.00002"
"34518","아랍","0.00127","0.00165"
"34519","아랍에미리트","0.00007","0.00006"
"34520","아랍인","0.00024","0.00032"
"34521","아랑","0.00013","0.00017"
"34522","아랑고","0.00002","0.00000"
"34523","아랑곳","0.00095","0.00078"
"34524","아랑곳없다","0.00001","0.00000"
"34525","아랑곳없이","0.00009","0.00007"
"34526","아래","0.02739","0.02793"
"34527","아랫","0.00253","0.00275"
"34528","아량","0.00026","0.00045"
"34529","아레","0.00018","0.00037"
"34530","아레나","0.00002","0.00002"
"34531","아레스","0.00035","0.00017"
"34532","아레시보","0.00001","0.00002"
"34533","아레오파고스","0.00001","0.00000"
"34534","아레테","0.00002","0.00006"
"34535","아렌","0.00011","0.00022"
"34536","아렌트","0.00131","0.00113"
"34537","아련","0.00002","0.00002"
"34538","아련히","0.00013","0.00017"
"34539","아령","0.00011","0.00015"
"34540","아로","0.00053","0.00009"
"34541","아로니아","0.00019","0.00007"
"34542","아로리","0.00001","0.00000"
"34543","아로마","0.00018","0.00032"
"34544","아로새기다","0.00019","0.00015"
"34545","아록","0.00003","0.00007"
"34546","아론","0.00034","0.00026"
"34547","아롬","0.00001","0.00000"
"34548","아롱","0.00005","0.00009"
"34549","아롱아롱","0.00002","0.00002"
"34550","아롱이","0.00007","0.00028"
"34551","아롱지다","0.00001","0.00000"
"34552","아뢰다","0.00007","0.00007"
"34553","아루","0.00015","0.00006"
"34554","아룬","0.00003","0.00000"
"34555","아룬다티","0.00003","0.00000"
"34556","아류","0.00020","0.00076"
"34557","아르","0.00101","0.00074"
"34558","아르고","0.00009","0.00011"
"34559","아르고스","0.00013","0.00006"
"34560","아르곤","0.00005","0.00004"
"34561","아르네","0.00003","0.00004"
"34562","아르노","0.00006","0.00004"
"34563","아르놀","0.00008","0.00006"
"34564","아르놀트","0.00002","0.00000"
"34565","아르누보","0.00005","0.00000"
"34566","아르데슈","0.00001","0.00000"
"34567","아르덴","0.00015","0.00000"
"34568","아르디","0.00003","0.00000"
"34569","아르마니","0.00005","0.00006"
"34570","아르마딜로","0.00014","0.00052"
"34571","아르마스","0.00001","0.00000"
"34572","아르망","0.00009","0.00002"
"34573","아르메니아","0.00013","0.00013"
"34574","아르미","0.00001","0.00004"
"34575","아르민","0.00001","0.00002"
"34576","아르바이트","0.00369","0.00392"
"34577","아르센","0.00052","0.00022"
"34578","아르스","0.00005","0.00002"
"34579","아르슬란","0.00001","0.00002"
"34580","아르시네","0.00001","0.00000"
"34581","아르신","0.00001","0.00000"
"34582","아르주나","0.00002","0.00002"
"34583","아르카","0.00008","0.00002"
"34584","아르카디","0.00011","0.00011"
"34585","아르카디아","0.00005","0.00024"
"34586","아르카스","0.00002","0.00002"
"34587","아르칸","0.00001","0.00006"
"34588","아르케","0.00006","0.00004"
"34589","아르코","0.00002","0.00007"
"34590","아르키메데스","0.00037","0.00019"
"34591","아르킬로코스","0.00001","0.00004"
"34592","아르테","0.00059","0.00063"
"34593","아르테미스","0.00092","0.00022"
"34594","아르토","0.00001","0.00002"
"34595","아르투","0.00001","0.00020"
"34596","아르투르","0.00001","0.00006"
"34597","아르투어","0.00008","0.00002"
"34598","아르튀르","0.00006","0.00000"
"34599","아르트","0.00004","0.00000"
"34600","아르티옴","0.00001","0.00000"
"34601","아르하드","0.00009","0.00000"
"34602","아르헤리치","0.00001","0.00000"
"34603","아르헨티나","0.00135","0.00204"
"34604","아른","0.00006","0.00000"
"34605","아른거리다","0.00027","0.00013"
"34606","아른아른","0.00006","0.00004"
"34607","아를","0.00012","0.00032"
"34608","아를레키노","0.00001","0.00002"
"34609","아를로","0.00001","0.00004"
"34610","아름","0.00124","0.00095"
"34611","아름답다","0.07123","0.06278"
"34612","아름아름","0.00002","0.00004"
"34613","아리","0.00159","0.00080"
"34614","아리까리하다","0.00002","0.00007"
"34615","아리나","0.00002","0.00000"
"34616","아리다","0.00184","0.00112"
"34617","아리땁다","0.00015","0.00015"
"34618","아리랑","0.00094","0.00050"
"34619","아리마","0.00006","0.00011"
"34620","아리사","0.00005","0.00007"
"34621","아리산","0.00001","0.00000"
"34622","아리스","0.00041","0.00108"
"34623","아리스가와","0.00021","0.00061"
"34624","아리스타","0.00001","0.00000"
"34625","아리스타르코스","0.00001","0.00000"
"34626","아리스토","0.00012","0.00007"
"34627","아리스토텔레스","0.00239","0.00283"
"34628","아리스토파네스","0.00004","0.00000"
"34629","아리스티데스","0.00002","0.00004"
"34630","아리아","0.00022","0.00024"
"34631","아리아나","0.00004","0.00007"
"34632","아리아노스","0.00001","0.00000"
"34633","아리아드네","0.00013","0.00013"
"34634","아리아케","0.00002","0.00000"
"34635","아리안","0.00011","0.00004"
"34636","아리야","0.00001","0.00002"
"34637","아리엘","0.00007","0.00004"
"34638","아리요시","0.00001","0.00000"
"34639","아리우스","0.00003","0.00004"
"34640","아리조나","0.00001","0.00000"
"34641","아리카","0.00002","0.00000"
"34642","아리타","0.00003","0.00000"
"34643","아린","0.00012","0.00000"
"34644","아릿아릿","0.00001","0.00002"
"34645","아마","0.02578","0.02786"
"34646","아마게돈","0.00003","0.00004"
"34647","아마겟돈","0.00004","0.00002"
"34648","아마네","0.00006","0.00004"
"34649","아마노","0.00005","0.00002"
"34650","아마데우스","0.00011","0.00019"
"34651","아마도","0.02523","0.03065"
"34652","아마두","0.00006","0.00000"
"34653","아마라","0.00001","0.00004"
"34654","아마란스","0.00002","0.00000"
"34655","아마랄","0.00001","0.00000"
"34656","아마르","0.00001","0.00000"
"34657","아마르티아","0.00004","0.00009"
"34658","아마리","0.00019","0.00017"
"34659","아마릴리스","0.00001","0.00004"
"34660","아마미야","0.00006","0.00004"
"34661","아마스","0.00002","0.00000"
"34662","아마조네스","0.00001","0.00017"
"34663","아마조니아","0.00004","0.00000"
"34664","아마존","0.00779","0.00602"
"34665","아마추어","0.00092","0.00201"
"34666","아마추어리즘","0.00001","0.00006"
"34667","아마토","0.00001","0.00000"
"34668","아만","0.00010","0.00007"
"34669","아만다","0.00052","0.00024"
"34670","아말","0.00001","0.00004"
"34671","아말감","0.00002","0.00004"
"34672","아말렉","0.00001","0.00002"
"34673","아말리아","0.00007","0.00002"
"34674","아말테이아","0.00004","0.00002"
"34675","아말피","0.00004","0.00000"
"34676","아망","0.00001","0.00004"
"34677","아매","0.00001","0.00000"
"34678","아머","0.00004","0.00004"
"34679","아메","0.00009","0.00006"
"34680","아메데오","0.00002","0.00002"
"34681","아메드","0.00002","0.00000"
"34682","아메르","0.00000","0.00007"
"34683","아메리","0.00003","0.00006"
"34684","아메리고","0.00002","0.00000"
"34685","아메리카","0.00354","0.00320"
"34686","아메리카나","0.00009","0.00011"
"34687","아메리카노","0.00039","0.00061"
"34688","아메리칸","0.00071","0.00082"
"34689","아메미야","0.00002","0.00000"
"34690","아메바","0.00018","0.00019"
"34691","아메스","0.00003","0.00002"
"34692","아멘","0.00016","0.00015"
"34693","아멜","0.00002","0.00000"
"34694","아멜리","0.00032","0.00041"
"34695","아멜리아","0.00047","0.00033"
"34696","아멜리에","0.00002","0.00015"
"34697","아명","0.00006","0.00011"
"34698","아모","0.00009","0.00002"
"34699","아모레","0.00011","0.00011"
"34700","아모르","0.00017","0.00017"
"34701","아모리","0.00003","0.00002"
"34702","아모스","0.00029","0.00009"
"34703","아목","0.00003","0.00002"
"34704","아몬","0.00003","0.00002"
"34705","아몬드","0.00065","0.00074"
"34706","아몽","0.00020","0.00000"
"34707","아무","0.01986","0.02249"
"34708","아무도","0.00001","0.00000"
"34709","아무래도","0.01444","0.01883"
"34710","아무래두","0.00002","0.00000"
"34711","아무런","0.00008","0.00009"
"34712","아무렇다","0.01615","0.01983"
"34713","아무려나","0.00002","0.00000"
"34714","아무려면","0.00003","0.00004"
"34715","아무렴","0.00019","0.00020"
"34716","아무렴요","0.00001","0.00000"
"34717","아무로","0.00002","0.00004"
"34718","아무르","0.00005","0.00015"
"34719","아무르다","0.00002","0.00004"
"34720","아무리","0.02787","0.03450"
"34721","아무쪼록","0.00029","0.00030"
"34722","아무튼","0.00148","0.00251"
"34723","아무튼지","0.00001","0.00000"
"34724","아문","0.00002","0.00000"
"34725","아문센","0.00010","0.00000"
"34726","아물다","0.00099","0.00091"
"34727","아뭏든","0.00017","0.00017"
"34728","아미","0.00063","0.00022"
"34729","아미가","0.00005","0.00000"
"34730","아미나","0.00003","0.00000"
"34731","아미네","0.00001","0.00000"
"34732","아미노","0.00020","0.00011"
"34733","아미노펜","0.00003","0.00000"
"34734","아미동","0.00003","0.00000"
"34735","아미드","0.00001","0.00000"
"34736","아미라","0.00006","0.00004"
"34737","아미르","0.00081","0.00009"
"34738","아미앵","0.00001","0.00000"
"34739","아미타","0.00011","0.00011"
"34740","아미티지","0.00002","0.00004"
"34741","아민","0.00003","0.00002"
"34742","아밀","0.00003","0.00007"
"34743","아밀라아제","0.00001","0.00000"
"34744","아밀로이드","0.00004","0.00004"
"34745","아밋","0.00001","0.00000"
"34746","아바","0.00044","0.00052"
"34747","아바나","0.00003","0.00002"
"34748","아바돈","0.00002","0.00000"
"34749","아바디","0.00001","0.00002"
"34750","아바스","0.00003","0.00002"
"34751","아바이","0.00001","0.00000"
"34752","아바즈","0.00001","0.00000"
"34753","아바지","0.00001","0.00004"
"34754","아바타","0.00068","0.00076"
"34755","아바타라","0.00004","0.00000"
"34756","아반","0.00003","0.00002"
"34757","아반떼","0.00002","0.00000"
"34758","아발론","0.00002","0.00000"
"34759","아방","0.00008","0.00006"
"34760","아방가르드","0.00006","0.00007"
"34761","아버","0.00081","0.00067"
"34762","아버지","0.07068","0.06940"
"34763","아범","0.00004","0.00000"
"34764","아베","0.00030","0.00045"
"34765","아베노","0.00007","0.00006"
"34766","아베로에스","0.00002","0.00000"
"34767","아벨","0.00066","0.00063"
"34768","아벨라르","0.00006","0.00000"
"34769","아병","0.00001","0.00000"
"34770","아보","0.00007","0.00011"
"34771","아보가드로","0.00004","0.00000"
"34772","아보카도","0.00075","0.00032"
"34773","아보트","0.00001","0.00000"
"34774","아부","0.00063","0.00063"
"34775","아부다비","0.00001","0.00004"
"34776","아부심벨","0.00002","0.00000"
"34777","아부에","0.00001","0.00002"
"34778","아부오름","0.00001","0.00000"
